poi_id cell_id poi_type lat lon
1043 17 restaurant 46.513245569065845 6.61495877973916
18 18 villa 46.50740788216217 6.623643666927378
44 18 appartment_block 46.510324835038304 6.620990696572315
124 18 appartment_block 46.510699517190126 6.6288432152377466
147 18 villa 46.50993850266074 6.623808625085496
179 18 villa 46.51061770987046 6.622002401188401
379 18 restaurant 46.507476975461685 6.627928229903694
439 18 club 46.5079175748129 6.629721077307051
640 18 club 46.507000532954336 6.626434535850412
757 18 restaurant 46.513655725369574 6.629129707945616
863 18 bar 46.50805266391539 6.627818116025058
868 18 gym 46.51174654797308 6.6204633346436506
58 19 appartment_block 46.513842631757456 6.631423772304648
102 19 appartment_block 46.512935112687565 6.634070885163769
564 19 gym 46.51149625919493 6.638691741119404
568 19 restaurant 46.51268746820304 6.63641899587261
736 19 dojo 46.50954460414406 6.63434146990168
809 19 restaurant 46.50853806553422 6.632247005090991
836 19 club 46.51362591170685 6.633745598798634
838 19 club 46.51384877401542 6.638021175914131
912 19 bar 46.51281351028029 6.639091366899841
934 19 dojo 46.50810661661717 6.632070145085537
950 19 restaurant 46.513035056725954 6.632843650497162
1044 19 cafeteria 46.51305868671747 6.6347891550941585
1056 19 club 46.51222070936319 6.630851508977772
355 20 cafeteria 46.513698510016496 6.645733768684887
428 20 restaurant 46.51079863007427 6.6432881558265775
429 20 dojo 46.513085864075094 6.645587573452365
654 20 cafeteria 46.510178368160425 6.644142949508075
787 20 cafeteria 46.509526718695874 6.642143586188201
800 20 gym 46.509750738150636 6.641607048994993
819 20 bar 46.50989513470177 6.647912914642325
414 21 club 46.519211979178515 6.5508972067353355
682 21 gym 46.51707261493953 6.55242897608778
928 21 bar 46.52062129938318 6.555800021440664
76 22 villa 46.5205175117895 6.5684831925581335
123 22 appartment_block 46.520482123753524 6.566755965077097
145 22 villa 46.52050186377512 6.562632321686435
519 22 club 46.51849161898271 6.561542953061924
527 22 bar 46.51760663293254 6.560419062912986
531 22 restaurant 46.51518756963081 6.567719102422657
641 22 club 46.51932870600342 6.5610638921225695
956 22 bar 46.51759193422245 6.568951847877198
208 23 company 46.52079424704686 6.579619289856218
281 23 restaurant 46.514112315967786 6.576096450036718
554 23 club 46.51966132365741 6.572543987075588
562 23 dojo 46.51725735034785 6.5781690830503035
657 23 restaurant 46.518751015496925 6.571163399817897
700 23 gym 46.51784422201947 6.574179774177418
709 23 cafeteria 46.52056200494824 6.577343198293258
768 23 gym 46.51410581884019 6.574071112346006
799 23 cafeteria 46.5185411790898 6.571159928379039
882 23 bar 46.520042152161096 6.574719499812286
999 23 restaurant 46.514209687929835 6.577225267686699
211 24 laboratory 46.519792245810606 6.587302357717578
304 24 supermarket 46.51790797395306 6.5809742857238165
339 24 dojo 46.51719518008068 6.588175929505403
400 24 club 46.51608394494556 6.58643221941556
417 24 dojo 46.5158379885683 6.586749912771263
665 24 dojo 46.517770811778114 6.583181236447614
702 24 restaurant 46.516671676426775 6.583772889244543
1022 24 cafeteria 46.518080287543434 6.580246672300061
223 25 office 46.520002985391244 6.591259889093861
340 25 gym 46.516803830677034 6.598118304012014
446 25 dojo 46.51588648047285 6.591542500542051
462 25 dojo 46.51739290859232 6.598055154662743
685 25 dojo 46.518848297029905 6.598314096596816
802 25 bar 46.520921480674325 6.597019664625002
900 25 dojo 46.516254473997826 6.598470593222779
902 25 dojo 46.52019723748516 6.598511333878344
1035 25 cafeteria 46.517222898761624 6.596116635185272
128 26 villa 46.51910367874457 6.602880620768146
185 26 appartment_block 46.518358956917496 6.604090810911124
192 26 villa 46.51771592680659 6.607285556126612
352 26 club 46.51985968234634 6.600356289083149
365 26 supermarket 46.51597746433378 6.602530352872279
398 26 gym 46.51880842907966 6.600750022746831
508 26 club 46.518087506202704 6.609351729189718
511 26 bar 46.51598145557709 6.609023123431117
570 26 supermarket 46.51703438299207 6.605997245109692
742 26 cafeteria 46.51954881232548 6.609912662756806
974 26 cafeteria 46.516394320061906 6.604863330586588
26 27 appartment_block 46.517381393419846 6.610435220404498
37 27 villa 46.52060438502039 6.614147033265448
57 27 appartment_block 46.5155636877895 6.615539725193222
230 27 office 46.52090343699363 6.613858586304442
344 27 supermarket 46.51933972941951 6.6110966558170094
380 27 gym 46.514344408748336 6.614430009278007
430 27 dojo 46.51600878341271 6.6181105325996175
467 27 gym 46.51984649028777 6.615329356108743
537 27 supermarket 46.51937741569636 6.616445441377301
748 27 restaurant 46.51620098617556 6.614915882525844
778 27 cafeteria 46.514413534843506 6.614449417616922
784 27 gym 46.52082218409635 6.61708555153659
830 27 supermarket 46.516583029225906 6.614728395090865
872 27 gym 46.51606689574136 6.614513238217371
21 28 villa 46.51548592828847 6.629982846955875
66 28 appartment_block 46.51411944099419 6.626759136043745
74 28 villa 46.51637128568548 6.622289267252754
82 28 appartment_block 46.51883945952658 6.628159384693025
139 28 villa 46.517510341805774 6.62406449347839
157 28 appartment_block 46.51628965190775 6.627494209037259
163 28 appartment_block 46.51819847455589 6.628088239470268
172 28 appartment_block 46.517775436917795 6.6245380039425825
187 28 appartment_block 46.52030395683175 6.628951542353067
195 28 appartment_block 46.520177235027326 6.6234222891655765
438 28 cafeteria 46.5184423859717 6.622542995457955
619 28 supermarket 46.51907799910527 6.623836875862341
734 28 cafeteria 46.51805154617668 6.628848046290494
749 28 bar 46.51927391810171 6.620749249449927
812 28 restaurant 46.515853182301285 6.620696945936285
920 28 club 46.51979783543467 6.629793606180892
941 28 dojo 46.517368039314434 6.6229178091818
119 29 appartment_block 46.51672805217409 6.632409198450512
167 29 villa 46.51507444661007 6.630618220662928
413 29 club 46.515865519529896 6.633858683693586
536 29 cafeteria 46.5151247680381 6.632821922237973
615 29 restaurant 46.51652959613139 6.6323209475724445
840 29 restaurant 46.51876926039557 6.637350847700228
859 29 gym 46.51699328278165 6.638153043888102
1002 29 bar 46.51947766527439 6.631142580528147
1034 29 club 46.52039609213168 6.631039708442891
20 30 appartment_block 46.52043802927792 6.6417813347027685
30 30 villa 46.5183499818889 6.647204779567722
534 30 club 46.51884224571625 6.647283311109681
732 30 gym 46.52068387583727 6.640871124106424
765 30 bar 46.514241267199814 6.6489809685109
924 30 restaurant 46.51538291785942 6.643320634554908
966 30 supermarket 46.51587112148028 6.648846419137678
10 31 appartment_block 46.525173546461055 6.557661623667331
98 31 appartment_block 46.52693073103209 6.553361026480404
178 31 villa 46.526569353977195 6.558359405472168
267 31 cafeteria 46.52432036865705 6.55044932072563
300 31 supermarket 46.5272660492645 6.555223097354508
338 31 dojo 46.52454150064009 6.559655676358596
441 31 bar 46.52678703015611 6.550450673050922
759 31 supermarket 46.526331726728614 6.55512628953481
769 31 supermarket 46.526458736423066 6.556966274147876
821 31 club 46.52733405868255 6.552217249560227
95 32 appartment_block 46.52221523081021 6.56240072076708
132 32 appartment_block 46.52622296475923 6.561731352922478
162 32 villa 46.525691232792106 6.562227989032106
227 32 office 46.5276215199923 6.565885586749954
235 32 office 46.523222357067546 6.569618055391519
308 32 gym 46.52455490582804 6.567708687785092
325 32 dojo 46.52464575205612 6.566362135021644
421 32 supermarket 46.526903791150964 6.562936913096273
663 32 gym 46.5226323942738 6.564536074795026
729 32 gym 46.52739768966798 6.562839305231099
979 32 supermarket 46.52426526058886 6.561703143843548
99 33 villa 46.52746136498619 6.578699041316887
248 33 office 46.52678682751778 6.576499968386724
249 33 company 46.52217965271469 6.578626016167531
335 33 cafeteria 46.52330463558275 6.574795871915323
336 33 dojo 46.525481873122736 6.5716662850479395
565 33 cafeteria 46.525010994256824 6.574921719842516
699 33 cafeteria 46.52580438335738 6.579521803737147
707 33 supermarket 46.52505563730274 6.574907368205421
750 33 gym 46.52448605071239 6.57721570383953
820 33 dojo 46.5242926404126 6.575393889574149
862 33 gym 46.52307409950145 6.570772452140204
871 33 dojo 46.52670047927354 6.575649185272522
996 33 club 46.522058466657924 6.575244941355057
137 34 villa 46.52639090968419 6.587582224037711
210 34 office 46.52184350250189 6.582789297417715
616 34 gym 46.525429460034346 6.58547180674062
667 34 dojo 46.52208696790571 6.588369674069096
696 34 dojo 46.522067360658106 6.582776121033948
831 34 dojo 46.521439298211995 6.586792253810881
876 34 restaurant 46.52427690145312 6.581384082490877
917 34 gym 46.527779618954874 6.581151320753935
134 35 appartment_block 46.52599304928776 6.593132946410932
150 35 villa 46.52694810525975 6.5931794420826035
240 35 laboratory 46.52606201484912 6.5944159957331925
242 35 office 46.52779159387114 6.59757122821799
375 35 dojo 46.52143109640125 6.591010119017851
425 35 supermarket 46.52514497844941 6.590087805515024
491 35 dojo 46.524957377539764 6.593814631842686
561 35 gym 46.525352164408446 6.5913904623125195
710 35 restaurant 46.52477640456768 6.590671290692184
763 35 supermarket 46.521377443769346 6.5943672891827285
898 35 supermarket 46.52652407150742 6.591251290873413
922 35 bar 46.523227369362175 6.596130556663732
1004 35 dojo 46.524477656546615 6.597174987587277
1048 35 cafeteria 46.52737488152437 6.598463771241293
33 36 appartment_block 46.524492440634354 6.602163533861554
73 36 appartment_block 46.52566425549746 6.608479084030039
220 36 company 46.52578117179067 6.600312404721805
279 36 bar 46.524128884717896 6.608588335523754
460 36 club 46.52640626665576 6.606498294700264
478 36 gym 46.52296360457558 6.601921041997585
501 36 bar 46.52160423246481 6.604391485107841
510 36 club 46.52688429081603 6.600681316798478
522 36 cafeteria 46.52371215899346 6.605223576734925
530 36 restaurant 46.52431245570464 6.60577894139017
550 36 club 46.52218469968766 6.604784599433461
827 36 gym 46.52323216751293 6.606948239844875
906 36 club 46.52113832669614 6.60476655540591
921 36 club 46.527383102865976 6.608597393944735
993 36 restaurant 46.527855172887165 6.602161010282355
997 36 dojo 46.52627908820327 6.601385156082595
1015 36 dojo 46.5252539047939 6.6010691115735485
131 37 villa 46.5219746608592 6.614630656167231
168 37 villa 46.52369513958695 6.619088563322073
183 37 villa 46.527388681083025 6.6136246101303175
209 37 laboratory 46.521809420957894 6.616377951061817
353 37 supermarket 46.52417945556334 6.612860478727237
472 37 cafeteria 46.52341082499104 6.612178598199161
676 37 gym 46.522342481777635 6.616967451501447
881 37 restaurant 46.52606198641061 6.612189937225266
911 37 cafeteria 46.52637130202117 6.612490373357279
960 37 cafeteria 46.5249841916728 6.613777691373235
6 38 villa 46.521552555437424 6.620344116552214
60 38 appartment_block 46.52603167401881 6.620173307139981
96 38 appartment_block 46.52206602146476 6.620993055252423
97 38 villa 46.52441048621232 6.625245575755371
138 38 villa 46.52782622797131 6.627547044490809
327 38 cafeteria 46.52705570339817 6.627075941125652
475 38 supermarket 46.52736256356015 6.628704659602126
539 38 club 46.52158525124979 6.620638179616659
791 38 club 46.522413590161825 6.622468351629067
853 38 dojo 46.52753146845546 6.622082256597748
1041 38 club 46.52651887523043 6.6258865805922005
1042 38 bar 46.52332959763645 6.626207262921378
41 39 villa 46.521562951029864 6.636328714252614
126 39 villa 46.52408578443066 6.6309700590938006
166 39 appartment_block 46.52652194990049 6.635801510392277
435 39 cafeteria 46.522200167235724 6.639097855947761
520 39 cafeteria 46.52616185578057 6.63030800047305
559 39 cafeteria 46.521580824530794 6.632446353273554
590 39 club 46.525058561978426 6.632969328734044
646 39 bar 46.521930232005076 6.631979844823808
670 39 club 46.52797278529415 6.637448610001385
728 39 supermarket 46.521846244904424 6.631577109238575
1024 39 gym 46.52308841286024 6.638179848418145
303 40 supermarket 46.52484862061061 6.640184133216839
374 40 gym 46.524256831462075 6.644871235244924
403 40 gym 46.52752708174012 6.645304143734263
605 40 gym 46.521115584387886 6.640635736026265
645 40 bar 46.52695439528575 6.647770297140876
674 40 supermarket 46.52118955496442 6.643831351895329
721 40 bar 46.52624831449558 6.64460487416118
777 40 supermarket 46.52455545100701 6.648028332567855
925 40 dojo 46.521655120315955 6.642748877559491
954 40 bar 46.52264603796607 6.648534676904079
961 40 dojo 46.52758559623631 6.646631572959733
968 40 gym 46.52585086334396 6.645068134235303
991 40 cafeteria 46.52105660776627 6.648861971310422
316 41 gym 46.53299677958913 6.55330676969459
497 41 dojo 46.52842966969693 6.55875682745419
518 41 club 46.530083942393595 6.553179042510182
558 41 bar 46.533412390327896 6.553060729234286
607 41 cafeteria 46.53211722983715 6.556877229376345
818 41 bar 46.529389338787176 6.554150382211988
1001 41 supermarket 46.529014783195315 6.558564335817187
106 42 appartment_block 46.52935262843734 6.5620409834276305
239 42 laboratory 46.529329911293566 6.569445450829043
289 42 club 46.532106926713574 6.565938970975228
350 42 dojo 46.53233913102222 6.566960878923904
466 42 dojo 46.53340623984677 6.564099239728048
617 42 bar 46.53023553732592 6.561534101292112
739 42 supermarket 46.53358197046419 6.5626196390057805
771 42 supermarket 46.53442503956229 6.569146496746472
801 42 bar 46.52966717180299 6.56794737714457
861 42 bar 46.52802262381494 6.560325392339181
935 42 restaurant 46.530298174512545 6.561513086016163
951 42 club 46.533873293151444 6.562579954620836
995 42 gym 46.53433437200253 6.5619966590783045
1054 42 dojo 46.52820725279411 6.567209924408094
79 43 villa 46.528740670166044 6.575120665879649
141 43 appartment_block 46.53032365451193 6.573426855758183
143 43 appartment_block 46.531165935854524 6.5796421461870915
169 43 villa 46.53348639823881 6.574006110717793
247 43 office 46.53054456558295 6.573858723708058
259 43 company 46.53152342804002 6.577225435588298
306 43 dojo 46.53176103380448 6.57641493990309
396 43 supermarket 46.528363178546854 6.57330955528229
427 43 dojo 46.53358092489281 6.579135934353342
713 43 club 46.53208336901415 6.575085448847319
891 43 bar 46.52834631154642 6.577894054508106
1008 43 cafeteria 46.530130269189684 6.5719204791615855
1028 43 dojo 46.52832210476921 6.571394909241295
1031 43 dojo 46.530044968476034 6.570568685801298
1045 43 restaurant 46.533266940765834 6.574073819130182
103 44 appartment_block 46.533437320497015 6.582198705923808
109 44 villa 46.53489278319065 6.580754909358112
120 44 appartment_block 46.533021574256665 6.585647595680997
204 44 office 46.52941519324925 6.583668226303588
219 44 laboratory 46.52967346084721 6.58593333695806
222 44 laboratory 46.53025538749741 6.585234443083124
260 44 office 46.532384476559194 6.585524740802544
361 44 bar 46.53014042124427 6.589839741187929
514 44 restaurant 46.53356084429047 6.581943720121332
604 44 dojo 46.53330991725769 6.584171515896152
677 44 supermarket 46.5326723815938 6.584522193098288
774 44 restaurant 46.5302145551298 6.58948975865895
986 44 cafeteria 46.52893675612681 6.589230493576637
1038 44 bar 46.53113201402904 6.581804972271765
3 45 appartment_block 46.53145304789465 6.59843214156202
212 45 company 46.53294222140508 6.591174086010503
236 45 company 46.53024869197168 6.593057959483075
397 45 bar 46.531886736174954 6.597994327262046
431 45 gym 46.53253729161581 6.596177577212483
465 45 club 46.531225538519614 6.592948892892196
594 45 dojo 46.533146890633546 6.594037239357323
909 45 bar 46.530740582250836 6.594086626403303
916 45 club 46.53060795275317 6.593150351330276
14 46 appartment_block 46.53107439057861 6.603576708748624
194 46 villa 46.531649243057416 6.60680883873068
226 46 office 46.53459873318287 6.605685295084861
310 46 supermarket 46.53195330966527 6.605405265648671
334 46 restaurant 46.52931160755857 6.606804382736753
351 46 supermarket 46.52877673149951 6.609020486413249
354 46 bar 46.533087483153636 6.601871727968327
385 46 club 46.531683998896455 6.608425289911538
445 46 cafeteria 46.52906427506115 6.603693179918181
666 46 bar 46.53293649500235 6.602644610467819
779 46 cafeteria 46.5308378335466 6.6017947261647185
849 46 bar 46.52870936211589 6.608407786567187
860 46 dojo 46.5322856851541 6.604585904755598
883 46 cafeteria 46.53214993358437 6.601756114377491
892 46 restaurant 46.52996512958107 6.604455380497258
896 46 club 46.531421408573365 6.601382746325085
994 46 dojo 46.52948259459757 6.603847718781456
8 47 appartment_block 46.530726911562894 6.6162035050991275
19 47 villa 46.53113280547201 6.612759088784233
81 47 appartment_block 46.533810744136545 6.611183296525103
93 47 appartment_block 46.53216691156872 6.614328475293815
158 47 appartment_block 46.53406847694781 6.61809334976229
391 47 dojo 46.528623095770016 6.616064871257605
423 47 club 46.53296780657772 6.615618181757108
563 47 bar 46.53020531127565 6.619738414091459
694 47 supermarket 46.531796687468265 6.612307719588115
706 47 gym 46.5335876158948 6.619182889298738
767 47 bar 46.53265953669294 6.615344714498467
781 47 supermarket 46.53302879755496 6.610427136924911
1011 47 cafeteria 46.53081588536656 6.619481435404826
1 48 villa 46.53086483286677 6.623208941351423
83 48 appartment_block 46.533339396213734 6.620658482449444
112 48 appartment_block 46.5343948235841 6.625878300384276
130 48 appartment_block 46.52855787912976 6.623285781699166
136 48 appartment_block 46.531492076368885 6.623080077617141
165 48 appartment_block 46.52960874611383 6.623739135027796
526 48 bar 46.52923575860911 6.629065672127778
817 48 gym 46.53274834767285 6.6280065136089705
965 48 club 46.529155702669506 6.627355926244203
1013 48 restaurant 46.534387638970315 6.620945617202634
50 49 villa 46.530348955292325 6.635416791907451
263 49 cafeteria 46.53257190931455 6.632985233939281
326 49 cafeteria 46.53240291554801 6.637651183132365
366 49 gym 46.53451294641933 6.639985826523506
569 49 cafeteria 46.52921591553664 6.6383536254653555
756 49 gym 46.52957885062927 6.63961529711899
886 49 supermarket 46.53440810321999 6.639206824799623
971 49 restaurant 46.52856079027028 6.631351863364709
1003 49 gym 46.53449741875761 6.630977422289561
402 50 dojo 46.5319844661267 6.64624175881482
693 50 restaurant 46.53385870333695 6.6413649581576095
867 50 restaurant 46.532566875353815 6.640423402063152
907 50 restaurant 46.529311850274 6.641349273611463
1012 50 club 46.53421182367783 6.6455659097770745
11 51 appartment_block 46.535640658095 6.55173020223239
13 51 appartment_block 46.540757676766255 6.559160298498956
17 51 villa 46.537799643552106 6.55078640152693
292 51 supermarket 46.53623694750694 6.550246049324395
434 51 dojo 46.536254271700045 6.550164125928204
437 51 bar 46.54027678641674 6.554043598030882
469 51 club 46.53656661352452 6.558755651256149
482 51 dojo 46.54186446391714 6.553290697368211
513 51 gym 46.53944938550854 6.556329832192673
752 51 dojo 46.53866594849134 6.556547663491369
931 51 restaurant 46.540985664127376 6.552021910211088
939 51 gym 46.53580120957717 6.558074693848586
1052 51 supermarket 46.540369837512394 6.55996701882549
51 52 villa 46.54089684299669 6.569174801623043
121 52 appartment_block 46.537044475294756 6.560588762389074
201 52 laboratory 46.539122859147675 6.564621034734202
233 52 laboratory 46.539967466095305 6.560652862279495
274 52 cafeteria 46.535804441006405 6.566291179601388
332 52 cafeteria 46.540110088384175 6.564769469781462
456 52 bar 46.535560851507086 6.562034165531097
459 52 club 46.53834422933897 6.562888176304264
571 52 cafeteria 46.540699423608814 6.566800028640767
577 52 supermarket 46.53682921956869 6.560303586815873
762 52 bar 46.5378759887058 6.565194528293657
766 52 restaurant 46.53747135861328 6.562160423030495
823 52 supermarket 46.54147877537056 6.564399589782846
839 52 dojo 46.5360771834723 6.5632709701423915
27 53 villa 46.541477816316196 6.576511323488738
31 53 appartment_block 46.540296876485584 6.573140007608456
88 53 appartment_block 46.53562944906701 6.574720525973535
133 53 villa 46.537690761737835 6.573417179766815
140 53 appartment_block 46.538382006330664 6.573998457895873
207 53 company 46.53976081739804 6.574063213164034
213 53 laboratory 46.535315728151275 6.574142638880201
244 53 laboratory 46.541163304078204 6.5717750748470305
245 53 office 46.53591906517015 6.575487739371415
264 53 supermarket 46.53950907021563 6.5778349774540334
373 53 dojo 46.538883519555384 6.573453646064172
557 53 supermarket 46.53645047391645 6.573101233472085
567 53 bar 46.53861745907966 6.575039950418598
576 53 gym 46.535387052723415 6.5712489525860605
751 53 club 46.541204273535556 6.578272377116883
1046 53 restaurant 46.536657439937265 6.575960575712088
39 54 appartment_block 46.53539723980053 6.581743911004511
64 54 villa 46.535962386984835 6.580151771930487
221 54 company 46.53647787290877 6.580334460506644
294 54 dojo 46.53991919347354 6.583580739672117
650 54 gym 46.541935766523636 6.589939374575381
738 54 restaurant 46.54121518314781 6.58514486814873
873 54 dojo 46.53918232194026 6.586801801760921
80 55 appartment_block 46.537083458534354 6.596870795677535
202 55 company 46.537173835569206 6.59957383904399
215 55 company 46.541133184348 6.597673448354418
232 55 company 46.539950420773735 6.5930554523082305
237 55 company 46.540782352683166 6.5918965877586055
251 55 laboratory 46.538985635518 6.599286632636916
273 55 club 46.541696420761376 6.590420330216444
433 55 club 46.53515555278796 6.598667805815232
544 55 bar 46.53723313367519 6.590917583646408
545 55 club 46.54154994129062 6.596295855191877
626 55 club 46.53517243963454 6.591932066761188
764 55 dojo 46.540281869465126 6.591586121328275
806 55 club 46.541254165217566 6.596565282956871
824 55 supermarket 46.53660227309845 6.595297974586247
850 55 bar 46.53903460335773 6.595283024855717
955 55 restaurant 46.53511732932572 6.59949876825855
25 56 appartment_block 46.535398948263214 6.608812308756106
47 56 appartment_block 46.53612376358626 6.603827785275397
53 56 villa 46.536808173851036 6.604243974608491
54 56 appartment_block 46.53896037388035 6.602514510523962
68 56 appartment_block 46.53572082453432 6.602127381063315
77 56 villa 46.54110124319544 6.60195468222601
86 56 appartment_block 46.53682729938896 6.600886468443971
89 56 villa 46.536951841060876 6.604531851444879
173 56 appartment_block 46.53602632448037 6.603209936653086
291 56 supermarket 46.53891440662743 6.604344279380452
642 56 bar 46.53563549196545 6.60360171556608
668 56 gym 46.53795463959577 6.605128263999426
770 56 cafeteria 46.53835770171049 6.602563627212279
773 56 gym 46.53851658404155 6.601979469984049
943 56 dojo 46.539318537853006 6.607186289538898
7 57 villa 46.54104687776021 6.61259119510408
